Country_Name;Year;Population
Zambia;1973;4644329
Zimbabwe;1973;5768382
Aruba;1974;60525
Andorra;1974;29514
Afghanistan;1974;12315553
Angola;1974;6923749
Albania;1974;2350124
Arab World;1974;136044481
United Arab Emirates;1974;451948
Argentina;1974;25644505
Armenia;1974;2766495
American Samoa;1974;29491
Antigua and Barbuda;1974;68655
Australia;1974;13723000
Austria;1974;7599038
Azerbaijan;1974;5596160
Burundi;1974;3623853
Belgium;1974;9772419
Benin;1974;3184547
Burkina Faso;1974;6040044
Bangladesh;1974;69837960
Bulgaria;1974;8678745
Bahrain;1974;252139
Bahamas, The;1974;185097
Bosnia and Herzegovina;1974;3930283
Belarus;1974;9317584
Belize;1974;131306
Bermuda;1974;53400
Bolivia;1974;4902173
Brazil;1974;105846274
Barbados;1974;244539
Brunei Darussalam;1974;154395
Bhutan;1974;336677
Botswana;1974;792513
Central African Republic;1974;1975968
Canada;1974;22774087
Central Europe and the Baltics;1974;101946256
Switzerland;1974;6341405
Channel Islands;1974;125680
Chile;1974;10255074
China;1974;900350000
Cote d'Ivoire;1974;6307936
Cameroon;1974;7529704
Congo, Rep.;1974;1509880
Colombia;1974;24208022
Comoros;1974;248921
Cabo Verde;1974;272509
Costa Rica;1974;2045580
Caribbean small states;1974;5120227
Cuba;1974;9315371
Curacao;1974;148351
Cayman Islands;1974;11494
Cyprus;1974;642335
Czech Republic;1974;9988459
Germany;1974;78967433
Djibouti;1974;205157
Dominica;1974;71811
Denmark;1974;5045297
Dominican Republic;1974;5019471
Algeria;1974;16247113
East Asia & Pacific (excluding high income);1974;1230702590
Early-demographic dividend;1974;1375075563
East Asia & Pacific;1974;1415351115
Europe & Central Asia (excluding high income);1974;328258842
Europe & Central Asia;1974;761444994
Ecuador;1974;6798205
Egypt, Arab Rep.;1974;37815578
Euro area;1974;294470414
Spain;1974;35154338
Estonia;1974;1418169
Ethiopia;1974;31855294
European Union;1974;452256892
Fragile and conflict affected situations;1974;169587903
Finland;1974;4690574
Fiji;1974;565386
France;1974;53882416
Faroe Islands;1974;40116
Micronesia, Fed. Sts.;1974;62477
Gabon;1974;636702
United Kingdom;1974;56229974
Georgia;1974;4279500
Ghana;1974;9604280
Gibraltar;1974;25266
Guinea;1974;4340748
Gambia, The;1974;505512
Guinea-Bissau;1974;764974
Equatorial Guinea;1974;249587
Greece;1974;8962022
Grenada;1974;93151
Greenland;1974;49500
Guatemala;1974;6069077
Guam;1974;91381
Guyana;1974;730227
High income;1974;885878283
Hong Kong SAR, China;1974;4334200
Honduras;1974;3015606
Heavily indebted poor countries (HIPC);1974;231695364
Croatia;1974;4497000
Haiti;1974;5047948
Hungary;1974;10478720
IBRD only;1974;2520955229
IDA & IBRD total;1974;3132441576
IDA total;1974;611486347
IDA blend;1974;229107516
Indonesia;1974;127465232
IDA only;1974;382378831
Isle of Man;1974;60098
India;1974;607446519
Ireland;1974;3137500
Iran, Islamic Rep.;1974;31784896
Iraq;1974;11312304
Iceland;1974;215209
Israel;1974;3377000
Italy;1974;55110868
Jamaica;1974;1985852
Jordan;1974;1929939
Japan;1974;110162000
Kazakhstan;1974;13577049
Kenya;1974;12997447
Kyrgyz Republic;1974;3223900
Cambodia;1974;7561583
Kiribati;1974;54382
St. Kitts and Nevis;1974;44327
Korea, Rep.;1974;34692266
Kosovo;1974;1339000
Latin America & Caribbean (excluding high income);1974;299598590
Lao PDR;1974;2987544
Lebanon;1974;2535503
Liberia;1974;1582584
Libya;1974;2514373
St. Lucia;1974;108534
Latin America & Caribbean;1974;317489876
Least developed countries: UN classification;1974;339201660
Low income;1974;216504309
Liechtenstein;1974;22984
Sri Lanka;1974;13284000
Lower middle income;1974;1307363461
Low & middle income;1974;3105316051
Lesotho;1974;1122484
Late-demographic dividend;1974;1458682810
Lithuania;1974;3273894
Luxembourg;1974;355050
Latvia;1974;2437186
Macao SAR, China;1974;250550
St. Martin (French part);1974;6078
Morocco;1974;17466606
Monaco;1974;24835
Moldova;1974;3215000
Madagascar;1974;7360271
Maldives;1974;132122
Middle East & North Africa;1974;154655451
Mexico;1974;59090495
Marshall Islands;1974;24536
Middle income;1974;2888811742
Macedonia, FYR;1974;1784395
Mali;1974;6368351
Malta;1974;301996
Myanmar;1974;29916827
Middle East & North Africa (excluding high income);1974;141243084
Montenegro;1974;538902
Mongolia;1974;1438423
Northern Mariana Islands;1974;14978
Mozambique;1974;10141147
Mauritania;1974;1290755
Mauritius;1974;878042
Malawi;1974;5141138
Malaysia;1974;12025930
North America;1974;236681487
Namibia;1974;881530
New Caledonia;1974;131000
Niger;1974;5026744
Nigeria;1974;61857023
Nicaragua;1974;2711847
Netherlands;1974;13545056
Norway;1974;3985258
Nepal;1974;13028248
Nauru;1974;6972
New Zealand;1974;3023700
OECD members;1974;933599688
Oman;1974;841947
Other small states;1974;12025293
Pakistan;1974;64873705
Panama;1974;1699114
Peru;1974;14832839
Philippines;1974;40149959
Palau;1974;12195
Papua New Guinea;1974;2730859
Poland;1974;33678899
Pre-demographic dividend;1974;267537392
Puerto Rico;1974;2939299
Korea, Dem. Peopleís Rep.;1974;15960127
Portugal;1974;8754365
Paraguay;1974;2723523
Pacific island small states;1974;1254520
Post-demographic dividend;1974;871925569
French Polynesia;1974;126483
Qatar;1974;153593
Romania;1974;21029429
Russian Federation;1974;133432000
Rwanda;1974;4226836
South Asia;1974;781254784
Saudi Arabia;1974;7045477
Sudan;1974;11668674
Senegal;1974;4764623
Singapore;1974;2229800
Solomon Islands;1974;186338
Sierra Leone;1974;2709797
El Salvador;1974;4053958
San Marino;1974;19565
Somalia;1974;3644572
Sub-Saharan Africa (excluding high income);1974;324258161
South Sudan;1974;4015271
Sub-Saharan Africa;1974;324316627
Small states;1974;18400040
Sao Tome and Principe;1974;80670
Suriname;1974;365104
Slovak Republic;1974;4689623
Slovenia;1974;1776132
Sweden;1974;8159955
Swaziland;1974;501596
Seychelles;1974;58466
Syrian Arab Republic;1974;7311685
Turks and Caicos Islands;1974;6346
Chad;1974;4000511
East Asia & Pacific (IDA & IBRD countries);1974;1214719944
Europe & Central Asia (IDA & IBRD countries);1974;366434741
Togo;1974;2356623
Thailand;1974;41259539
Tajikistan;1974;3313144
Turkmenistan;1974;2452528
Latin America & the Caribbean (IDA & IBRD countries);1974;304472396
Middle East & North Africa (IDA & IBRD countries);1974;141243084
Timor-Leste;1974;661528
Tonga;1974;87609
South Asia (IDA & IBRD);1974;781254784
Sub-Saharan Africa (IDA & IBRD countries);1974;324316627
Trinidad and Tobago;1974;997052
Tunisia;1974;5493722
Turkey;1974;38272701
Tuvalu;1974;7613
Tanzania;1974;15477155
Uganda;1974;10533627
Ukraine;1974;48455120
Upper middle income;1974;1581448281
Uruguay;1974;2824069
United States;1974;213854000
Uzbekistan;1974;13578783
St. Vincent and the Grenadines;1974;94572
Venezuela, RB;1974;12994025
British Virgin Islands;1974;10380
Virgin Islands (U.S.);1974;90000
Vietnam;1974;46918000
Vanuatu;1974;96793
Samoa;1974;150219
Yemen, Rep.;1974;6626208
South Africa;1974;24189837
Congo, Dem. Rep.;1974;22282079
Zambia;1974;4810810
Zimbabwe;1974;5967861
Aruba;1975;60655
Andorra;1975;30706
Afghanistan;1975;12582954
Angola;1975;7107334
Albania;1975;2404831
Arab World;1975;140114424
United Arab Emirates;1975;531265
Argentina;1975;26066975
Armenia;1975;2825650
American Samoa;1975;29932
Antigua and Barbuda;1975;69253
Australia;1975;13893000
Austria;1975;7578903
Azerbaijan;1975;5693796
Burundi;1975;3676991
Belgium;1975;9800700
Benin;1975;3262959
Burkina Faso;1975;6154548
Bangladesh;1975;71247153
Bulgaria;1975;8720742
Bahrain;1975;266686
Bahamas, The;1975;188882
Bosnia and Herzegovina;1975;3971608
Belarus;1975;9367000
Belize;1975;133261
Bermuda;1975;53000
Bolivia;1975;5009259
Brazil;1975;108431284
Barbados;1975;246033
Brunei Darussalam;1975;160799
Bhutan;1975;349146
Botswana;1975;822029
Central African Republic;1975;2017379
Canada;1975;23209000
Central Europe and the Baltics;1975;102862489
Switzerland;1975;6338632
Channel Islands;1975;126417
Chile;1975;10420590
China;1975;916395000
Cote d'Ivoire;1975;6606395
Cameroon;1975;7740196
Congo, Rep.;1975;1556406
Colombia;1975;24756969
Comoros;1975;256309
Cabo Verde;1975;272575
Costa Rica;1975;2097410
Caribbean small states;1975;5178940
Cuba;1975;9438445
Curacao;1975;149129
Cayman Islands;1975;12238
Cyprus;1975;649755
Czech Republic;1975;10058620
Germany;1975;78673554
Djibouti;1975;224182
Dominica;1975;72091
Denmark;1975;5059862
Dominican Republic;1975;5149934
Algeria;1975;16709098
East Asia & Pacific (excluding high income);1975;1254860626
Early-demographic dividend;1975;1408970396
East Asia & Pacific;1975;1442569738
Europe & Central Asia (excluding high income);1975;331828536
Europe & Central Asia;1975;767114225
Ecuador;1975;6987393
Egypt, Arab Rep.;1975;38624410
Euro area;1975;296017540
Spain;1975;35530725
Estonia;1975;1429352
Ethiopia;1975;32568539
European Union;1975;454638308
Fragile and conflict affected situations;1975;174377166
Finland;1975;4711440
Fiji;1975;576592
France;1975;54252574
Faroe Islands;1975;40529
Micronesia, Fed. Sts.;1975;63146
Gabon;1975;649719
United Kingdom;1975;56225800
Georgia;1975;4311200
Ghana;1975;9831409
Gibraltar;1975;25443
Guinea;1975;4359735
Gambia, The;1975;521070
Guinea-Bissau;1975;778482
Equatorial Guinea;1975;238240
Greece;1975;9046541
Grenada;1975;92453
Greenland;1975;49600
Guatemala;1975;6237963
Guam;1975;93354
Guyana;1975;740167
High income;1975;894516873
Hong Kong SAR, China;1975;4461600
Honduras;1975;3107735
Heavily indebted poor countries (HIPC);1975;237918910
Croatia;1975;4514000
Haiti;1975;5140357
Hungary;1975;10540525
IBRD only;1975;2571488214
IDA & IBRD total;1975;3198666331
IDA total;1975;627178117
IDA blend;1975;235184715
Indonesia;1975;130724118
IDA only;1975;391993402
Isle of Man;1975;60941
India;1975;621703641
Ireland;1975;3189550
Iran, Islamic Rep.;1975;32730555
Iraq;1975;11684585
Iceland;1975;217979
Israel;1975;3455000
Italy;1975;55441001
Jamaica;1975;2013000
Jordan;1975;1985121
Japan;1975;111940000
Kazakhstan;1975;13756789
Kenya;1975;13486241
Kyrgyz Republic;1975;3292400
Cambodia;1975;7551988
Kiribati;1975;55169
St. Kitts and Nevis;1975;44278
Korea, Rep.;1975;35280725
Kosovo;1975;1369000
Latin America & Caribbean (excluding high income);1975;306986513
Lao PDR;1975;3047864
Lebanon;1975;2575693
Liberia;1975;1628656
Libya;1975;2621730
St. Lucia;1975;109770
Latin America & Caribbean;1975;325130543
Least developed countries: UN classification;1975;347328806
Low income;1975;221936253
Liechtenstein;1975;23435
Sri Lanka;1975;13496000
Lower middle income;1975;1338536946
Low & middle income;1975;3171437799
Lesotho;1975;1149090
Late-demographic dividend;1975;1484120541
Lithuania;1975;3301652
Luxembourg;1975;358950
Latvia;1975;2456130
Macao SAR, China;1975;248213
St. Martin (French part);1975;6291
Morocco;1975;17854614
Monaco;1975;25201
Moldova;1975;3251000
Madagascar;1975;7575757
Maldives;1975;136434
Middle East & North Africa;1975;159062409
Mexico;1975;60872399
Marshall Islands;1975;25580
Middle income;1975;2949501546
Macedonia, FYR;1975;1803009
Mali;1975;6482276
Malta;1975;304222
Myanmar;1975;30640635
Middle East & North Africa (excluding high income);1975;144978967
Montenegro;1975;546487
Mongolia;1975;1479650
Northern Mariana Islands;1975;15232
Mozambique;1975;10405000
Mauritania;1975;1328687
Mauritius;1975;892000
Malawi;1975;5292816
Malaysia;1975;12311782
North America;1975;239235000
Namibia;1975;905647
New Caledonia;1975;132500
Niger;1975;5171029
Nigeria;1975;63565598
Nicaragua;1975;2796748
Netherlands;1975;13666335
Norway;1975;4007313
Nepal;1975;13313487
Nauru;1975;7070
New Zealand;1975;3083100
OECD members;1975;943730729
Oman;1975;882044
Other small states;1975;12275209
Pakistan;1975;66791496
Panama;1975;1745207
Peru;1975;15229951
Philippines;1975;41295129
Palau;1975;12280
Papua New Guinea;1975;2809692
Poland;1975;34015199
Pre-demographic dividend;1975;275143854
Puerto Rico;1975;2994000
Korea, Dem. Peopleís Rep.;1975;16274740
Portugal;1975;9093470
Paraguay;1975;2790964
Pacific island small states;1975;1280578
Post-demographic dividend;1975;879414142
French Polynesia;1975;130619
Qatar;1975;164333
Romania;1975;21293583
Russian Federation;1975;134200000
Rwanda;1975;4359166
South Asia;1975;799620311
Saudi Arabia;1975;7428705
Sudan;1975;12075841
Senegal;1975;4900491
Singapore;1975;2262600
Solomon Islands;1975;193447
Sierra Leone;1975;2765914
El Salvador;1975;4147525
San Marino;1975;19732
Somalia;1975;3880955
Sub-Saharan Africa (excluding high income);1975;333162846
South Sudan;1975;4117299
Sub-Saharan Africa;1975;333222446
Small states;1975;18734727
Sao Tome and Principe;1975;82607
Suriname;1975;362651
Slovak Republic;1975;4739105
Slovenia;1975;1793581
Sweden;1975;8192437
Swaziland;1975;517100
Seychelles;1975;59600
Syrian Arab Republic;1975;7564000
Turks and Caicos Islands;1975;6546
Chad;1975;4088858
East Asia & Pacific (IDA & IBRD countries);1975;1238563024
Europe & Central Asia (IDA & IBRD countries);1975;370357735
Togo;1975;2410446
Thailand;1975;42334954
Tajikistan;1975;3412819
Turkmenistan;1975;2520002
Latin America & the Caribbean (IDA & IBRD countries);1975;311923848
Middle East & North Africa (IDA & IBRD countries);1975;144978967
Timor-Leste;1975;661634
Tonga;1975;88347
South Asia (IDA & IBRD);1975;799620311
Sub-Saharan Africa (IDA & IBRD countries);1975;333222446
Trinidad and Tobago;1975;1011487
Tunisia;1975;5611000
Turkey;1975;39185637
Tuvalu;1975;7685
Tanzania;1975;15980265
Uganda;1975;10827071
Ukraine;1975;48758986
Upper middle income;1975;1610964600
Uruguay;1975;2830172
United States;1975;215973000
Uzbekistan;1975;13980997
St. Vincent and the Grenadines;1975;95614
Venezuela, RB;1975;13360988
British Virgin Islands;1975;10476
Virgin Islands (U.S.);1975;94000
Vietnam;1975;48030000
Vanuatu;1975;99879
Samoa;1975;151383
Yemen, Rep.;1975;6793979
South Africa;1975;24728000
Congo, Dem. Rep.;1975;22902275
Zambia;1975;4983017
Zimbabwe;1975;6170284
Aruba;1976;60589
Andorra;1976;31781
Afghanistan;1976;12831361
Angola;1976;7299508
Albania;1976;2458526
Arab World;1976;144542039
United Arab Emirates;1976;622051
Argentina;1976;26477153
Armenia;1976;2882831
American Samoa;1976;30325
Antigua and Barbuda;1976;69782
Australia;1976;14033000
Austria;1976;7565525
Azerbaijan;1976;5789050
Burundi;1976;3744696
Belgium;1976;9818227
Benin;1976;3345501
Burkina Faso;1976;6274037
Bangladesh;1976;72930206
Bulgaria;1976;8758599
Bahrain;1976;283843
Bahamas, The;1976;192905
Bosnia and Herzegovina;1976;4008411
Belarus;1976;9411000
Belize;1976;135145
Bermuda;1976;53200
Bolivia;1976;5119833
Brazil;1976;111076063
Barbados;1976;247444
Brunei Darussalam;1976;167283
Bhutan;1976;361862
Botswana;1976;853860
Central African Republic;1976;2061552
Canada;1976;23518000
Central Europe and the Baltics;1976;103770134
Switzerland;1976;6302504
Channel Islands;1976;126906
Chile;1976;10584237
China;1976;930685000
Cote d'Ivoire;1976;6916302
Cameroon;1976;7959500
Congo, Rep.;1976;1603446
Colombia;1976;25323412
Comoros;1976;265234
Cabo Verde;1976;273625
Costa Rica;1976;2151492
Caribbean small states;1976;5237098
Cuba;1976;9544268
Curacao;1976;149399
Cayman Islands;1976;13020
Cyprus;1976;657526
Czech Republic;1976;10125939
Germany;1976;78336950
Djibouti;1976;248619
Dominica;1976;72648
Denmark;1976;5072596
Dominican Republic;1976;5280727
Algeria;1976;17190236
East Asia & Pacific (excluding high income);1976;1277136144
Early-demographic dividend;1976;1443466317
East Asia & Pacific;1976;1466838266
Europe & Central Asia (excluding high income);1976;335514466
Europe & Central Asia;1976;772656242
Ecuador;1976;7179399
Egypt, Arab Rep.;1976;39478585
Euro area;1976;297374619
Spain;1976;35939437
Estonia;1976;1439576
Ethiopia;1976;33144537
European Union;1976;456802618
Fragile and conflict affected situations;1976;179453773
Finland;1976;4725664
Fiji;1976;587523
France;1976;54541493
Faroe Islands;1976;40974
Micronesia, Fed. Sts.;1976;64386
Gabon;1976;663774
United Kingdom;1976;56211968
Georgia;1976;4342400
Ghana;1976;10023471
Gibraltar;1976;25666
Guinea;1976;4376768
Gambia, The;1976;536409
Guinea-Bissau;1976;791959
Equatorial Guinea;1976;228491
Greece;1976;9188150
Grenada;1976;91435
Greenland;1976;49700
Guatemala;1976;6408029
Guam;1976;95386
Guyana;1976;751008
High income;1976;901709691
Hong Kong SAR, China;1976;4518000
Honduras;1976;3204883
Heavily indebted poor countries (HIPC);1976;244306047
Croatia;1976;4530000
Haiti;1976;5238242
Hungary;1976;10598677
IBRD only;1976;2620883805
IDA & IBRD total;1976;3264427284
IDA total;1976;643543479
IDA blend;1976;241541333
Indonesia;1976;134010695
IDA only;1976;402002146
Isle of Man;1976;61900
India;1976;636182810
Ireland;1976;3238050
Iran, Islamic Rep.;1976;33739231
Iraq;1976;12068195
Iceland;1976;220154
Israel;1976;3533000
Italy;1976;55718260
Jamaica;1976;2037716
Jordan;1976;2039114
Japan;1976;112771000
Kazakhstan;1976;13920105
Kenya;1976;13995974
Kyrgyz Republic;1976;3358700
Cambodia;1976;7431505
Kiribati;1976;55980
St. Kitts and Nevis;1976;44142
Korea, Rep.;1976;35848523
Kosovo;1976;1400000
Latin America & Caribbean (excluding high income);1976;314436200
Lao PDR;1976;3094940
Lebanon;1976;2598362
Liberia;1976;1676016
Libya;1976;2730373
St. Lucia;1976;111211
Latin America & Caribbean;1976;332828460
Least developed countries: UN classification;1976;355839316
Low income;1976;227468025
Liechtenstein;1976;23926
Sri Lanka;1976;13717000
Lower middle income;1976;1370554174
Low & middle income;1976;3237021494
Lesotho;1976;1177975
Late-demographic dividend;1976;1508025001
Lithuania;1976;3328664
Luxembourg;1976;360731
Latvia;1976;2470989
Macao SAR, China;1976;245915
St. Martin (French part);1976;6530
Morocco;1976;18262366
Monaco;1976;25521
Moldova;1976;3284000
Madagascar;1976;7799642
Maldives;1976;140582
Middle East & North Africa;1976;163721499
Mexico;1976;62620087
Marshall Islands;1976;26549
Middle income;1976;3009553469
Macedonia, FYR;1976;1825554
Mali;1976;6596817
Malta;1976;305774
Myanmar;1976;31379308
Middle East & North Africa (excluding high income);1976;148914870
Montenegro;1976;552562
Mongolia;1976;1520865
Northern Mariana Islands;1976;15316
